sex,LSAT,UGPA,ZFYA,uuid
0,40.0,3.7,0.23,16015540306994336236
1,36.0,3.0,0.69,16015540736491065836
0,45.0,3.1,2.15,16015541165987795436
0,37.0,2.9,0.17,16015541595484525036
0,37.0,3.0,0.94,16015542153830273516
1,33.0,3.3,0.4,16015542583327003116
1,33.0,3.7,1.83,16015542969874059756
0,40.0,3.7,2.27,16015543399370789356
1,29.0,3.9,0.64,16015543828867518956
1,31.0,3.0,0.48,16015544258364248556
0,42.0,2.6,0.42,16015544644911305196
0,28.0,2.2,-0.65,16015545074408034796
1,19.0,3.3,-0.88,16015545503904764396
0,20.5,2.7,-1.28,16015545933401493996
1,23.0,4.0,-0.29,16015546362898223596
1,32.0,3.6,0.46,16015546792394953196
1,34.0,3.8,1.42,16015547221891682796
1,27.0,3.0,0.44,16015547608438739436
1,34.0,2.2,-0.09,16015548037935469036
0,27.5,2.1,-0.98,16015548467432198636
0,25.0,2.4,-1.23,16015548853979255276
1,18.5,3.5,-0.17,16015549455274676716
0,39.0,2.8,-0.31,16015549841821733356
0,32.5,2.9,-0.79,16015550271318462956
1,23.0,3.2,0.08,16015550700815192556
0,37.0,3.0,0.79,16015551130311922156
0,33.0,3.0,0.65,16015551559808651756
1,25.0,2.5,-0.36,16015551989305381356
1,29.0,3.5,-0.08,16015552375852437996
1,39.0,3.0,1.56,16015552805349167596
0,27.0,3.3,-1.38,16015553234845897196
0,27.5,2.4,0.83,16015553664342626796
1,32.0,3.4,0.23,16015554050889683436
0,35.0,2.8,0.71,16015554480386413036
1,22.0,3.3,-0.71,16015554866933469676
1,25.0,2.9,-0.71,16015555296430199276
0,34.0,2.3,-0.98,16015555725926928876
1,42.0,3.3,-0.23,16015556155423658476
1,21.0,3.3,0.79,16015557229165482476
0,22.0,2.9,0.81,16015557658662212076
0,29.0,3.7,1.27,16015558088158941676
0,26.0,2.9,0.08,16015558517655671276
1,28.0,2.6,-0.09,16015563499817734636
1,25.5,2.6,0.21,16015563972264137196
1,38.0,3.8,1.56,16015564401760866796
1,33.0,3.2,-0.44,16015564831257596396
0,25.0,2.6,-0.73,16015565260754325996
1,43.0,2.8,1.27,16015565862049747436
0,29.0,2.9,-0.06,16015566291546477036
1,35.5,2.9,0.65,16015566721043206636
0,25.0,2.3,0.16,16015567150539936236
1,22.0,2.7,-1.11,16015567580036665836
1,32.0,2.6,0.19,16015567966583722476
0,22.5,2.9,-1.28,16015568396080452076
0,25.0,2.3,-0.32,16015569040325546476
1,35.0,3.2,1.33,16015569469822276076
1,40.0,2.4,0.31,16015569899319005676
0,36.0,3.2,-1.78,16015570328815735276
0,39.0,3.1,0.51,16015570715362791916
0,32.0,3.2,0.86,16015571144859521516
0,36.0,3.5,-0.04,16015571574356251116
1,43.0,3.5,2.32,16015572003852980716
0,36.0,2.5,-1.4,16015572433349710316
1,41.0,2.8,0.11,16015572862846439916
1,35.0,3.9,-1.05,16015573292343169516
0,40.0,3.1,0.88,16015573721839899116
0,36.0,3.2,-0.86,16015574537883685356
1,39.0,3.8,0.39,16015575010330087916
1,36.0,3.6,-0.61,16015575439826817516
0,37.0,3.3,0.11,16015575869323547116
1,34.0,3.9,0.19,16015576298820276716
0,33.0,3.6,0.49,16015576728317006316
1,39.0,2.8,0.44,16015577157813735916
1,38.0,3.3,-0.56,16015577587310465516
0,39.0,2.8,0.34,16015578016807195116
0,31.0,2.7,0.19,16015578403354251756
1,36.0,3.1,-1.45,16015578832850981356
1,34.0,3.8,0.11,16015579262347710956
0,42.0,2.7,0.68,16015579648894767596
1,29.0,3.6,-2.25,16015580078391497196
0,40.0,2.9,0.04,16015580507888226796
1,35.0,3.6,-0.09,16015580937384956396
0,38.0,3.3,-0.83,16015581366881685996
0,36.5,3.1,-0.76,16015581925227434476
0,39.0,2.7,1.43,16015582354724164076
1,37.0,3.2,-0.41,16015582784220893676
1,35.0,2.9,0.73,16015583213717623276
0,33.0,3.0,-1.3,16015583643214352876
0,34.5,3.1,1.88,16015584072711082476
1,38.0,3.5,0.98,16015584459258139116
0,42.0,3.6,-0.43,16015584888754868716
1,33.0,3.0,2.3,16015585318251598316
0,40.0,3.0,-0.25,16015585747748327916
1,41.0,3.8,1.81,16015586134295384556
1,42.0,2.5,0.18,16015586563792114156
0,33.5,2.1,-0.94,16015586993288843756
1,42.0,2.6,-0.73,16015587422785573356
0,34.0,2.4,-0.05,16015587809332629996
1,27.0,3.9,0.9,16015588238829359596
1,34.0,3.1,0.46,16015588668326089196
1,37.0,3.6,0.9,16015589097822818796
1,33.0,3.4,-0.38,16015589484369875436
0,30.0,2.9,-1.24,16015589913866605036
0,37.0,3.3,0.39,16015590343363334636
1,43.0,3.4,0.97,16015590729910391276
0,36.5,3.1,-1.39,16015591159407120876
0,37.0,3.2,0.18,16015591588903850476
0,35.0,3.9,-0.55,16015592018400580076
1,39.0,3.5,-0.48,16015592404947636716
1,42.0,3.9,0.51,16015592834444366316
0,48.0,2.9,1.13,16015593263941095916
1,40.0,3.6,0.72,16015593693437825516
0,36.0,3.2,-1.09,16015594122934555116
0,36.0,3.9,1.99,16015594552431284716
1,33.0,3.2,-1.5,16015594938978341356
1,36.0,3.4,1.1,16015595368475070956
1,43.0,3.9,1.13,16015595797971800556
1,35.0,3.5,-0.05,16015596184518857196
1,36.0,3.7,1.3,16015596614015586796
1,40.0,3.0,0.77,16015597043512316396
1,33.0,3.7,0.39,16015597430059373036
1,41.0,4.0,0.9,16015597859556102636
1,38.0,3.3,0.18,16015598289052832236
0,39.5,2.8,-0.22,16015598718549561836
1,32.0,3.5,1.64,16015599105096618476
0,27.0,2.5,-1.32,16015599534593348076
0,38.0,3.2,0.26,16015599964090077676
1,36.0,3.1,1.48,16015600393586807276
0,33.5,3.4,1.02,16015600780133863916
1,36.0,3.7,0.59,16015601209630593516
1,36.0,2.9,0.54,16015601982724706796
0,40.0,3.6,1.56,16015602455171109356
0,36.0,3.4,-0.38,16015602884667838956
1,41.0,3.1,0.85,16015603314164568556
1,35.0,3.7,0.59,16015603700711625196
0,43.0,2.9,1.61,16015604130208354796
0,29.0,3.1,-2.08,16015604559705084396
0,33.0,2.4,1.1,16015604989201813996
0,38.0,3.1,-0.22,16015605418698543596
0,42.0,3.7,0.46,16015605848195273196
1,35.0,3.5,0.62,16015606277692002796
1,30.5,3.6,0.87,16015606707188732396
0,36.0,3.4,0.11,16015607093735789036
0,32.0,3.2,-0.15,16015607523232518636
0,39.0,3.1,-0.12,16015607952729248236
0,36.0,2.7,-0.05,16015608382225977836
0,34.5,3.1,0.51,16015609026471072236
0,42.0,3.7,-0.66,16015609455967801836
1,36.5,3.4,0.8,16015609885464531436
1,37.0,3.8,0.64,16015610314961261036
0,20.0,3.0,-1.14,16015610701508317676
1,38.0,3.6,1.13,16015611131005047276
1,36.0,3.3,-1.09,16015611560501776876
0,39.0,3.0,-0.76,16015611989998506476
1,32.0,2.9,0.64,16015612419495236076
1,41.0,2.8,-0.55,16015612891941638636
1,33.5,4.0,-0.76,16015613536186733036
0,21.0,3.5,-1.75,16015614180431827436
0,35.0,3.4,-1.27,16015614738777575916
0,42.0,2.8,-0.89,16015619334392582636
0,37.0,3.0,0.01,16015619763889312236
0,36.0,3.0,-1.27,16015620236335714796
1,38.0,3.4,-0.73,16015620665832444396
0,40.0,3.9,0.36,16015621095329173996
0,31.0,2.2,-0.63,16015621524825903596
1,26.0,2.6,-0.5,16015621954322633196
1,33.0,3.6,1.56,16015622383819362796
1,39.0,3.9,1.66,16015622856265765356
1,35.0,3.2,-0.63,16015623242812821996
1,43.0,2.8,0.08,16015623672309551596
0,39.0,3.1,-0.55,16015624101806281196
0,35.0,2.6,-0.91,16015624531303010796
1,36.0,3.4,-1.27,16015624960799740396
0,36.0,3.5,0.85,16015625390296469996
1,37.0,3.9,1.38,16015625819793199596
1,25.0,2.8,-0.91,16015626249289929196
1,37.0,3.3,-1.39,16015626678786658796
0,36.5,3.2,1.23,16015627108283388396
0,36.0,3.3,1.2,16015627537780117996
0,37.0,3.4,-0.55,16015627967276847596
1,45.0,3.3,-0.73,16015628396773577196
0,30.0,3.8,-0.63,16015628826270306796
1,39.0,3.3,0.9,16015629255767036396
1,35.0,3.4,-0.55,16015629685263765996
1,44.0,2.7,-0.89,16015630114760495596
1,37.0,3.2,-0.89,16015630501307552236
1,42.0,3.7,0.18,16015630930804281836
1,39.0,3.6,1.23,16015631360301011436
0,38.0,3.2,-1.29,16015631789797741036
1,40.0,4.0,1.71,16015632219294470636
1,35.0,3.9,-0.81,16015632648791200236
1,26.0,3.6,0.26,16015633078287929836
0,33.0,3.9,-0.91,16015633507784659436
0,28.0,2.6,-1.27,16015633937281389036
1,37.5,3.5,-0.63,16015634495627137516
0,39.0,3.5,0.44,16015634925123867116
0,38.0,3.2,-0.38,16015635354620596716
0,39.0,3.4,1.13,16015635784117326316
0,22.5,2.1,-2.16,16015636170664382956
0,36.0,2.8,-1.01,16015636600161112556
0,35.0,3.7,-0.38,16015637029657842156
0,37.0,2.5,0.87,16015637459154571756
1,46.0,3.0,2.55,16015637888651301356
0,41.0,2.7,1.15,16015638318148030956
0,35.0,3.4,-0.33,16015638747644760556
0,40.0,3.0,0.95,16015639177141490156
0,42.0,3.7,1.53,16015639606638219756
1,37.0,3.3,0.97,16015640036134949356
0,39.75,2.8,-0.05,16015640465631678956
1,34.0,4.0,2.73,16015640895128408556
0,27.0,2.7,-1.5,16015641324625138156
1,36.0,3.6,-0.76,16015641754121867756
0,35.0,3.8,-0.55,16015642183618597356
1,34.0,3.7,-0.73,16015642613115326956
0,39.0,2.8,-0.73,16015643042612056556
1,37.0,3.4,0.64,16015643472108786156
0,29.0,2.3,-0.43,16015643901605515756
1,39.0,3.3,-1.09,16015644331102245356
1,36.0,3.6,0.69,16015645233045377516
1,29.0,2.3,-1.42,16015645705491780076
0,40.0,3.5,1.02,16015646134988509676
0,30.0,2.4,-0.91,16015646564485239276
0,30.0,3.0,-1.42,16015646993981968876
1,32.0,3.2,0.11,16015647423478698476
0,45.0,2.5,-0.22,16015647852975428076
1,32.0,3.6,0.69,16015648239522484716
1,39.0,3.1,-0.68,16015648669019214316
1,35.0,3.7,-0.99,16015649141465616876
0,38.0,2.9,-0.25,16015649570962346476
1,24.0,2.6,-0.89,16015650000459076076
1,37.5,3.5,0.87,16015650472905478636
0,34.0,3.3,0.97,16015650902402208236
1,35.0,3.7,0.29,16015651331898937836
1,34.0,3.7,0.46,16015651976144032236
0,39.0,3.2,0.08,16015652405640761836
1,37.0,3.2,0.9,16015652835137491436
0,35.0,3.6,0.21,16015653264634221036
0,41.0,3.0,0.29,16015653694130950636
1,26.5,2.9,-0.33,16015654123627680236
1,38.0,3.4,0.46,16015654553124409836
1,37.0,3.6,0.18,16015654982621139436
1,35.0,3.9,1.13,16015655369168196076
1,41.0,3.1,-0.68,16015655841614598636
0,31.0,2.1,0.9,16015656271111328236
0,38.0,3.4,1.15,16015656700608057836
0,33.0,2.3,-0.22,16015657130104787436
0,29.75,3.6,-1.27,16015657559601517036
0,32.0,3.8,-0.48,16015657989098246636
1,35.5,3.0,-0.18,16015658418594976236
1,34.5,3.2,1.01,16015658848091705836
1,35.0,3.1,0.15,16015659234638762476
0,42.0,3.4,1.64,16015659664135492076
1,37.0,3.1,0.62,16015660093632221676
1,35.0,3.2,-1.07,16015660480179278316
1,32.0,2.9,0.47,16015660952625680876
0,40.0,2.9,0.47,16015661382122410476
1,33.0,3.7,1.19,16015661811619140076
0,35.0,3.3,1.09,16015662241115869676
0,34.0,3.4,-0.39,16015662670612599276
0,38.0,3.6,2.02,16015663100109328876
0,35.0,2.9,-1.74,16015663529606058476
1,34.0,3.0,-0.52,16015663959102788076
1,31.0,3.9,1.4,16015664388599517676
1,33.0,3.6,-0.96,16015664818096247276
1,32.0,3.6,0.41,16015665247592976876
0,39.0,3.0,-1.43,16015665677089706476
0,37.0,2.2,0.02,16015666149536109036
0,34.0,3.7,-0.37,16015666579032838636
1,41.0,3.1,2.75,16015667008529568236
0,37.0,3.4,0.57,16015667996372046316
0,26.25,3.7,-1.14,16015668468818448876
1,27.75,3.8,0.8,16015668898315178476
1,32.5,3.1,-1.25,16015669284862235116
1,38.0,3.0,0.15,16015669714358964716
1,37.0,3.5,0.41,16015670143855694316
0,37.0,3.0,-0.21,16015670573352423916
1,32.0,3.5,-0.91,16015671002849153516
0,36.0,3.2,-0.26,16015671432345883116
1,34.0,3.8,-0.57,16015671904792285676
1,40.0,3.4,0.15,16015672334289015276
1,35.0,3.5,0.05,16015672763785744876
1,39.0,3.9,2.18,16015673193282474476
1,45.0,3.5,-0.03,16015673622779204076
0,34.0,2.8,0.26,16015674052275933676
1,36.0,3.0,-0.52,16015674481772663276
1,36.0,3.3,0.39,16015674911269392876
1,40.0,3.3,-0.16,16015675340766122476
1,29.5,3.9,-0.6,16015675770262852076
0,42.0,2.7,-0.81,16015676199759581676
0,37.0,3.5,-0.7,16015676586306638316
1,31.0,3.1,-1.72,16015677058753040876
0,45.0,3.2,0.99,16015677488249770476
0,33.5,3.4,0.6,16015677917746500076
1,38.0,2.6,-1.4,16015678347243229676
1,33.0,3.4,0.26,16015678776739959276
1,36.0,2.8,-0.26,16015679206236688876
0,34.0,3.4,-1.35,16015679635733418476
0,28.0,3.0,-1.01,16015680065230148076
1,35.0,3.7,0.21,16015680494726877676
1,33.0,2.7,-1.51,16015680924223607276
0,37.0,2.9,0.34,16015681353720336876
0,36.0,3.3,-0.13,16015681783217066476
0,41.0,3.1,0.88,16015682212713796076
1,28.0,2.7,-1.4,16015682642210525676
0,31.5,3.0,-0.83,16015683071707255276
1,31.0,3.8,-1.3,16015683501203984876
1,32.0,3.0,-1.17,16015683930700714476
1,39.0,2.7,-0.39,16015684360197444076
0,40.0,3.1,0.96,16015684789694173676
0,36.0,3.6,-0.37,16015685219190903276
1,40.0,3.7,-0.89,16015685648687632876
1,31.0,3.2,0.08,16015686078184362476
0,36.0,3.0,0.28,16015686507681092076
1,30.5,3.3,-0.83,16015686937177821676
0,32.0,3.2,-0.08,16015687409624224236
1,31.0,3.6,-0.29,16015688440416375276
1,34.0,3.5,0.23,16015689170560815596
0,41.5,3.1,-0.96,16015689814805909996
0,34.0,3.3,-0.03,16015690287252312556
0,37.0,3.0,-0.7,16015690716749042156
1,33.0,3.4,1.01,16015691146245771756
1,38.0,3.3,1.17,16015691575742501356
0,34.5,2.7,-1.27,16015692005239230956
0,36.0,2.7,-0.11,16015692434735960556
1,32.0,3.7,-0.76,16015692864232690156
0,33.5,3.1,1.64,16015693293729419756
1,32.0,3.5,1.38,16015693766175822316
0,39.0,3.0,0.86,16015694195672551916
0,38.0,3.0,0.78,16015694839917646316
1,33.0,3.5,0.28,16015695312364048876
1,38.0,3.4,-0.18,16015695741860778476
1,39.0,2.9,1.19,16015696171357508076
1,39.0,3.3,0.54,16015696600854237676
0,39.0,3.3,0.96,16015696987401294316
0,37.0,2.5,-0.18,16015697416898023916
0,35.0,3.3,0.8,16015697846394753516
0,36.0,2.9,0.91,16015698275891483116
0,37.0,3.1,0.26,16015698705388212716
0,36.0,3.2,-0.18,16015699134884942316
0,35.0,3.6,-1.79,16015699564381671916
1,36.0,3.5,2.02,16015699950928728556
0,38.0,2.9,0.23,16015700380425458156
1,36.0,2.4,-0.37,16015700809922187756
1,34.0,3.5,1.06,16015701196469244396
0,26.5,3.4,-0.03,16015701625965973996
0,36.0,3.4,0.86,16015702055462703596
0,38.0,3.0,0.7,16015702484959433196
0,36.0,2.7,-1.27,16015702914456162796
1,35.0,3.4,1.04,16015703343952892396
1,33.0,3.9,-0.42,16015703773449621996
0,35.0,2.9,-1.4,16015704245896024556
1,33.0,3.1,-1.72,16015704675392754156
0,40.0,3.2,2.23,16015705104889483756
1,37.0,3.8,1.19,16015705491436540396
1,39.0,3.8,0.95,16015705963882942956
0,36.0,3.5,-0.06,16015706350429999596
1,37.0,2.8,0.72,16015706779926729196
0,40.0,3.2,1.92,16015707209423458796
0,30.0,3.0,0.63,16015707638920188396
1,32.0,3.9,0.51,16015708025467245036
0,40.0,2.6,-1.52,16015708454963974636
1,35.0,3.4,0.91,16015708884460704236
1,40.0,3.2,-1.16,16015709356907106796
1,36.5,3.5,1.37,16015709786403836396
0,36.0,3.0,-0.8,16015710215900565996
1,34.0,3.6,-0.25,16015710645397295596
0,42.0,2.8,0.57,16015711074894025196
1,33.5,3.4,0.0,16015711504390754796
1,40.0,3.6,0.65,16015711890937811436
1,40.0,3.4,0.13,16015712320434541036
1,39.0,3.6,0.13,16015712749931270636
1,40.0,3.1,0.46,16015713179428000236
0,39.0,3.4,0.13,16015713780723421676
0,42.0,3.4,1.9,16015714210220151276
1,30.0,3.3,-1.37,16015715198062629356
1,37.0,3.4,-1.01,16015715584609685996
0,36.0,3.1,-0.19,16015715971156742636
1,40.0,2.9,-0.76,16015716400653472236
0,38.0,3.3,1.5,16015716787200528876
1,40.0,3.3,1.46,16015717173747585516
0,38.0,3.1,-1.03,16015717603244315116
1,36.0,3.2,0.63,16015718032741044716
1,35.0,3.1,-0.51,16015718419288101356
1,43.0,3.6,-1.43,16015718805835157996
0,41.0,3.5,1.03,16015719192382214636
1,38.0,3.1,0.04,16015719621878944236
1,40.0,3.3,1.2,16015720051375673836
1,35.0,3.3,-0.93,16015720437922730476
1,41.0,2.8,-0.44,16015720867419460076
0,42.0,2.8,0.87,16015721425765208556
1,37.0,3.0,0.55,16015721812312265196
0,39.0,3.5,2.3,16015722241808994796
0,45.0,2.9,0.59,16015722628356051436
0,38.0,2.6,-0.84,16015723057852781036
0,39.0,3.5,0.34,16015723444399837676
1,22.5,3.0,-1.39,16015723830946894316
1,33.0,2.9,0.32,16015724260443623916
1,35.5,2.7,-1.58,16015724646990680556
1,38.0,2.9,-1.39,16015725076487410156
0,40.0,3.2,0.4,16015725505984139756
1,41.0,3.5,1.69,16015725892531196396
1,38.0,3.6,-1.01,16015726322027925996
0,38.0,2.9,-0.55,16015726708574982636
0,39.0,3.2,0.74,16015727095122039276
1,40.0,2.8,-0.04,16015727524618768876
1,37.0,3.4,0.76,16015727911165825516
1,38.0,3.3,0.57,16015728469511573996
0,42.0,3.0,2.36,16015728856058630636
0,37.0,3.6,1.79,16015729242605687276
1,40.0,2.7,0.34,16015729672102416876
1,38.0,3.7,-0.19,16015730101599146476
1,35.5,3.5,-0.13,16015730488146203116
0,38.0,3.4,-0.61,16015730917642932716
1,39.0,3.6,0.32,16015735942754669036
1,38.0,3.3,-0.48,16015736372251398636
1,42.0,3.0,-0.67,16015736758798455276
0,36.0,3.6,-0.89,16015737188295184876
0,42.0,3.0,1.6,16015737746640933356
1,27.0,2.9,-1.16,16015738176137662956
1,33.0,3.5,-1.12,16015738605634392556
0,31.0,2.9,-0.97,16015738992181449196
1,37.0,3.9,-0.04,16015739421678178796
0,39.0,3.4,0.19,16015739808225235436
0,40.0,3.0,-0.63,16015740237721965036
0,41.0,3.1,1.14,16015740667218694636
0,39.0,3.1,-0.08,16015741053765751276
0,32.0,2.1,-0.53,16015741483262480876
1,33.0,2.9,-0.44,16015741869809537516
1,42.0,3.5,-0.84,16015742256356594156
0,37.0,3.4,-0.08,16015742685853323756
1,42.0,3.6,1.63,16015743072400380396
1,41.0,3.4,0.91,16015743501897109996
1,41.0,3.1,-0.78,16015743888444166636
0,35.0,2.4,-1.69,16015744317940896236
0,38.0,3.0,1.35,16015744704487952876
1,36.0,3.5,1.19,16015745133984682476
1,33.0,3.5,0.66,16015745520531739116
1,38.0,3.2,1.49,16015745950028468716
0,44.0,2.1,0.36,16015746336575525356
1,33.0,3.5,-0.49,16015746766072254956
0,37.0,3.3,-1.03,16015747152619311596
1,44.0,2.9,1.68,16015747582116041196
1,37.0,3.4,1.05,16015747968663097836
1,36.0,2.9,0.1,16015748398159827436
0,31.5,3.2,0.56,16015748784706884076
0,25.0,2.8,-1.58,16015749214203613676
1,34.0,3.6,0.85,16015749600750670316
0,37.0,3.1,0.6,16015749987297726956
1,38.0,2.9,-0.51,16015750416794456556
1,36.5,2.6,1.47,16015750803341513196
1,39.0,2.9,0.66,16015751232838242796
1,32.0,3.5,-0.79,16015751619385299436
1,36.0,3.1,0.46,16015752005932356076
1,36.0,3.4,-1.42,16015752435429085676
1,42.0,3.5,1.09,16015752864925815276
0,34.0,3.0,-1.09,16015753294422544876
1,34.0,2.9,-0.14,16015753723919274476
0,37.0,3.5,0.2,16015754110466331116
1,37.0,2.4,-0.33,16015754539963060716
0,37.0,3.2,1.78,16015754926510117356
1,35.0,3.4,-0.79,16015755313057173996
0,34.0,3.3,-0.39,16015755742553903596
1,34.0,3.1,-1.34,16015756129100960236
0,36.0,2.6,-0.49,16015756558597689836
0,40.0,2.8,-0.2,16015756945144746476
0,33.0,3.0,0.56,16015757374641476076
0,35.0,3.3,-0.39,16015757761188532716
0,28.0,2.0,-0.63,16015758190685262316
1,29.5,2.8,-0.33,16015758577232318956
0,39.0,3.1,1.66,16015759006729048556
1,33.0,3.4,-0.04,16015759393276105196
0,41.0,2.5,1.39,16015759822772834796
0,33.0,2.5,0.56,16015760209319891436
1,42.0,3.7,-1.52,16015760638816621036
0,32.0,2.9,-1.58,16015761068313350636
1,31.0,3.0,0.06,16015761454860407276
0,29.0,2.4,-0.41,16015761884357136876
0,27.0,2.8,-0.77,16015762270904193516
1,36.0,3.6,-0.81,16015762700400923116
1,38.0,3.2,0.08,16015763086947979756
1,37.0,3.5,0.02,16015763516444709356
1,40.0,2.8,-0.04,16015763945941438956
1,41.0,3.4,0.66,16015764332488495596
1,36.0,3.7,-0.33,16015764761985225196
1,31.0,3.5,-0.53,16015765148532281836
0,29.0,3.5,-0.93,16015765535079338476
0,43.0,3.6,0.4,16015765964576068076
0,34.0,3.3,1.19,16015766351123124716
0,37.0,2.7,-0.24,16015766780619854316
0,40.0,3.2,-0.29,16015767167166910956
0,34.0,3.1,0.56,16015767596663640556
0,23.0,2.6,-0.33,16015767983210697196
0,36.0,3.7,-0.73,16015768412707426796
0,41.0,2.5,0.1,16015768799254483436
1,34.0,3.3,-0.69,16015769228751213036
0,40.0,2.7,1.49,16015769615298269676
0,38.0,2.8,-1.98,16015770044794999276
0,41.0,2.9,1.29,16015770431342055916
1,39.0,2.5,0.38,16015770860838785516
1,40.0,3.2,0.1,16015771290335515116
0,37.0,3.5,1.15,16015771676882571756
0,41.0,2.5,0.85,16015772106379301356
0,36.0,2.3,0.5,16015772492926357996
1,34.0,3.5,0.5,16015772922423087596
1,27.0,3.7,-0.51,16015773308970144236
1,37.0,3.6,-0.31,16015773996164911596
0,46.0,2.7,0.56,16015774425661641196
1,29.0,2.1,-1.3,16015774812208697836
0,36.0,2.8,-0.41,16015775241705427436
0,40.0,3.6,1.57,16015775628252484076
0,43.0,3.4,0.32,16015776057749213676
0,37.0,3.1,0.56,16015776487245943276
1,41.0,3.2,0.77,16015776873792999916
1,35.0,3.3,-1.52,16015777260340056556
1,35.0,2.6,-1.17,16015777689836786156
1,29.0,2.7,0.12,16015778119333515756
0,43.0,3.1,-0.18,16015778505880572396
0,31.0,3.1,-0.71,16015778935377301996
1,34.0,3.2,0.91,16015779321924358636
1,42.0,3.7,0.28,16015779708471415276
0,32.0,3.2,-1.01,16015780137968144876
0,35.0,2.8,-1.11,16015780782213239276
0,34.0,3.0,-0.81,16015781211709968876
0,38.0,3.2,-0.18,16015781641206698476
0,37.0,2.8,1.35,16015782027753755116
0,32.5,2.8,-0.67,16015782457250484716
1,39.0,3.5,1.41,16015782843797541356
1,37.0,2.9,-0.51,16015783273294270956
0,35.0,3.1,-0.83,16015783659841327596
1,42.0,2.7,1.07,16015784046388384236
1,37.0,3.0,-0.91,16015784475885113836
0,35.0,3.4,-1.32,16015784905381843436
0,41.0,3.3,1.37,16015785291928900076
0,45.0,3.9,0.71,16015785721425629676
0,39.0,2.7,-0.93,16015786107972686316
0,31.5,3.4,-0.27,16015786537469415916
1,39.0,3.0,-0.33,16015786924016472556
0,32.5,3.1,0.28,16015787353513202156
0,41.0,3.2,1.17,16015787740060258796
1,36.5,3.0,0.62,16015788169556988396
1,41.0,2.9,0.81,16015788556104045036
1,30.0,2.7,-0.73,16015788985600774636
0,38.0,3.0,0.48,16015789372147831276
1,41.0,3.1,1.41,16015789801644560876
1,40.0,3.0,1.15,16015790231141290476
1,40.0,3.5,-0.37,16015790617688347116
1,36.0,3.5,0.22,16015791004235403756
0,42.0,3.8,0.87,16015791433732133356
1,39.0,2.9,-1.03,16015791820279189996
1,48.0,3.2,1.55,16015792249775919596
1,35.0,3.2,0.02,16015792679272649196
0,36.0,3.1,-0.53,16015793108769378796
1,42.0,3.3,-0.02,16015793495316435436
0,38.0,2.5,-1.86,16015793924813165036
0,38.0,2.8,0.32,16015794311360221676
0,39.0,2.9,0.08,16015794740856951276
0,45.0,2.6,0.66,16015795127404007916
0,43.0,3.0,0.22,16015795556900737516
0,35.0,2.4,-0.71,16015795943447794156
0,42.0,2.9,0.68,16015796372944523756
0,38.0,3.1,0.32,16015796759491580396
0,38.0,3.5,-1.4,16015797188988309996
0,40.0,3.6,1.61,16015797575535366636
1,35.0,3.4,0.75,16015798005032096236
1,35.0,3.1,-0.51,16015798434528825836
1,34.0,3.3,-0.02,16015798821075882476
1,36.0,2.8,-1.17,16015799250572612076
0,26.0,3.2,-1.86,16015799680069341676
0,38.0,2.7,0.12,16015800066616398316
1,36.0,3.0,0.26,16015800496113127916
0,40.0,3.3,0.46,16015800882660184556
0,40.0,3.0,1.84,16015801312156914156
0,37.0,3.3,-0.02,16015801741653643756
1,42.0,2.8,1.27,16015802128200700396
0,46.0,3.0,0.58,16015802557697429996
1,38.0,2.4,1.57,16015802944244486636
0,36.0,3.2,1.47,16015803373741216236
1,39.0,2.5,-0.18,16015803803237945836
1,36.0,3.4,0.66,16015804189785002476
1,40.0,3.2,0.32,16015804619281732076
1,34.0,3.6,0.46,16015805005828788716
0,44.0,3.0,0.75,16015805435325518316
